sample_id,customer_text,brand_response,suggested_intent,suggested_escalate,human_intent,human_escalate,human_notes,gold_intent,gold_escalate,predicted_intent,intent_confidence,retrieved_customer_text,retrieved_brand_response,retrieval_similarity,predicted_escalate,escalation_reason,draft_reply,intent_correct,escalation_correct
12,@AmazonHelp Yes I received an email saying it had been successfully changed but it still won’t work. I’ve tried logging into my other account and it works fine but for some reason this one won’t work?,@823221 I'm sorry about this Anna. Can you contact us here:  https://t.co/jzvkhdlrK5 so we can take a look for you? ^MI,other_non_actionable,False,account_security,False,,account_security,False,other_non_actionable,0.1332416066964644,@AmazonHelp I deleted it and downloaded it again and it still won’t work,Have you tried using our mobile site? You can do this from a browser. Please let us know if you experience an error there as well.,0.2310621208454875,True,low_intent_confidence,Have you tried using our mobile site? You can do this from a browser. Please let us know if you experience an error there as well.,False,False
13,"@115850 guys, bluedart is RIP in my area, I had to delegate and be the vent box for 30 pissed employees before I could get my cable, and that's when I was apologized to and assured that you will take care, GUESS WHAT? didn't happen :| why you do this fam.",@688441 I'm sorry for the unpleasant experience with your recent order. Kindly share your details here: https://t.co/beaaDm0muc we'll look into it and reach out to you soon. ^AP,device_technical,False,order_delivery,False,,order_delivery,False,customer_service_complaint,0.12655458440595377,@AmazonHelp Thanks and I will take care of that,You're welcome. Please keep us posted. :),0.16311796594710193,True,low_intent_confidence,You're welcome. Please keep us posted. :),False,False
14,@AmazonHelp Where do I find this please? It got to the point where she was so unhelpful I cancelled my prime membership,"@648488 agent, were they able to relay your feedback? Also, what options did they offer? Let us know, we would love to help. (2/2) ^SA",subscription_prime,False,subscription_prime,False,,subscription_prime,False,subscription_prime,0.14506901031578293,@AmazonHelp Where do I find that,When you click on the link scroll to the center of the page and the step should be available there.,0.38548361078819754,True,low_intent_confidence,When you click on the link scroll to the center of the page and the step should be available there.,True,False
15,Como siempre al cien 👌👌 @116875 *-* https://t.co/fmALlAtxPF,@437916 🙀 Hiciste una compra increíble. ¿Ya empezaste el juego? ^LG,other_non_actionable,False,other_non_actionable,False,,other_non_actionable,False,other_non_actionable,0.20450608920958757,😁🎁👌 @116875 https://t.co/nWZBcW8MoA,"Hola, Dario. ¿A punto de estrenar un artículo? 😊 Cuéntanos, ¿qué recibiste?",0.5976935779998976,False,safe_to_auto_handle,"Hola, Dario. ¿A punto de estrenar un artículo? 😊 Cuéntanos, ¿qué recibiste?",True,True
16,@AmazonHelp チョコレート味だいすきです( ¯ᒡ̱¯ )و♡,@494147 これだけお買い求めいただいたので、しばらくはもつかと思いますが、またのご利用をお待ちしております！ RI,other_non_actionable,False,other_non_actionable,False,,other_non_actionable,False,other_non_actionable,0.18551068788050343,"@AmazonHelp 電話で対応してもらいましたが改良されませんでした。
保証期間も過ぎてるので買い直しになるんでしょうね。",カスタマーサービスにてお問い合わせ済みとのことで、お手数をおかけいたしました。リプライいただきありがとうございました。,1.0,True,low_intent_confidence,カスタマーサービスにてお問い合わせ済みとのことで、お手数をおかけいたしました。リプライいただきありがとうございました。,True,False
17,Dejad de sacarme el dinero @116928 😂😂❤️ https://t.co/uJY9phF0mV,"@417580 Hiciste una compra increíble, Rubén 🤗 ¿Estás preparado para los Orígenes? ^LG",other_non_actionable,False,other_non_actionable,False,,other_non_actionable,False,payment_billing,0.1754983088820002,@116928  https://t.co/yKZQIYXmnf,¡Hola Nacho! Nos alegra saber que ya recibiste tus pedidos 😊 Te recomendamos verificar la siguiente información: ¡Saludos!,0.47675202781364434,True,high_risk_intent,¡Hola Nacho! Nos alegra saber que ya recibiste tus pedidos 😊 Te recomendamos verificar la siguiente información: ¡Saludos!,False,False
18,"Estoy muy contento con @116928 y su velocidad de envío, productos que iban a llegar mañana y el jueves me llegan hoy.

No solo hay que publicar cuando estamos disconformes, excelente trabajo! #AmazonPrime 👏🏼👏🏼","@801096 Nos alegra saber que tu pedido llegó tan rápidamente. Cuéntanos, ¿qué compraste? ^AZ",subscription_prime,False,subscription_prime,False,,subscription_prime,False,product_order_issue,0.1563309481445559,"@AmazonHelp Perfecto, de momento muy contento con vuestros servicios","Nos alegra que recibieras tu pedido. Es tiempo de celebrar. 😜😉 Cuéntanos, ¿es un regalo para una persona especial o algún conocido?",0.2216895225381644,True,low_intent_confidence,"Nos alegra que recibieras tu pedido. Es tiempo de celebrar. 😜😉 Cuéntanos, ¿es un regalo para una persona especial o algún conocido?",False,False
19,I can not believe how terrible @116090 has become. I will NOT be renewing #amazonprime. What a joke.,"@460824 Hey, Willy. Without disclosing personal information. Will you tell us more about what's going on? We'd be happy to help.^SK",subscription_prime,False,subscription_prime,False,,subscription_prime,False,subscription_prime,0.1808707994840616,@115821 can't believe how bad your packaging and percentage of damaged shipments has become. #PleaseUsePackingMaterialsAgain #PleaseUseBoxes @115821,"Sorry to hear you've had a poor experience with the packaging. For help with your order, contact us: 1/2",0.22472908933045704,True,low_intent_confidence,"Sorry to hear you've had a poor experience with the packaging. For help with your order, contact us: 1/2",True,False
20,"@AmazonHelp Wait... you guys have it. Just that the first run of the app, asked me to enter my email/password. Found the easier way the second time.",@295899 We have still shared your feedback internally to explore easier options. Thank you. ^HK,account_security,True,account_security,True,,account_security,True,account_security,0.34939343316820526,"@AmazonHelp No haven’t received any emails, that’s the second time you have asked me that",Please use the following link so we can look further into this with you:,0.2276727229730309,True,high_risk_intent,Please use the following link so we can look further into this with you:,True,True
21,"@AmazonHelp Oui : report de la livraison à jeudi, sans motif. J’ai tenté de modifier mon lieu de livraison, bug sur le site, je rétablis mon adresse d’origine... livraison repoussée à samedi... et le service client n’est même pas en mesure de rétablir la date à jeudi 😡😡",@713404 La commande n'est toujours pas expédiée?,other_non_actionable,False,order_delivery,False,,order_delivery,False,order_delivery,0.13815906796337118,@AmazonHelp Oui l’adresse est la mienne et oui la date de livraison est dépassée,Il s'agit d'un compte personnel ou partagé en famille? Vous êtes la seule à avoir le mot de passe et à utiliser le compte?,0.22300801925937763,True,low_intent_confidence,Il s'agit d'un compte personnel ou partagé en famille? Vous êtes la seule à avoir le mot de passe et à utiliser le compte?,True,False
22,@AmazonHelp It’s about 45 minutes to an hour away from me. Carrier is AMZL US,"@753985 Thanks for confirming, Eloy. A specialist would like to further look into this with you here: https://t.co/DTOM2jXMwn ^FD",other_non_actionable,False,order_delivery,False,,order_delivery,False,customer_service_complaint,0.1118827970646094,@AmazonHelp Carrier is AMZL US,Please send our team the details with this secure link: We can make sure this is reviewed by Amazon Logistics directly.,0.405540831152141,True,low_intent_confidence,Please send our team the details with this secure link: We can make sure this is reviewed by Amazon Logistics directly.,False,False
23,Hey @115821 ... I think a 12”x15” box for a single mechanical pencil is a bit much. https://t.co/FPjip9uUtu,@639882 We're always looking for ways to improve. Please let our Packing team know about this by following the steps listed here: https://t.co/4zqTmlFeDj ^RA,other_non_actionable,False,product_order_issue,False,,product_order_issue,False,product_order_issue,0.1681957275521087,@AmazonHelp this massive box for two nail varnishes is a bit much surely? 😂 https://t.co/aJBQUzsd1N,"Thanks for highlighting this to us, minimizing waste is part of our mission. You can leave this feedback directly with us via the following link:",0.37369570747755004,True,low_intent_confidence,"Thanks for highlighting this to us, minimizing waste is part of our mission. You can leave this feedback directly with us via the following link:",True,False
24,@AmazonHelp ペルソナ5のピアノ版サントラもオナシャス！！,@661253 お約束できず申し訳ございませんが、ご期待にそえる作品をご提供できるよう、今後も努めてまいります。 RI,other_non_actionable,False,other_non_actionable,False,,other_non_actionable,False,digital_content,0.23328439799765005,"@AmazonHelp 電話で対応してもらいましたが改良されませんでした。
保証期間も過ぎてるので買い直しになるんでしょうね。",カスタマーサービスにてお問い合わせ済みとのことで、お手数をおかけいたしました。リプライいただきありがとうございました。,1.0,False,safe_to_auto_handle,カスタマーサービスにてお問い合わせ済みとのことで、お手数をおかけいたしました。リプライいただきありがとうございました。,False,True
25,"@AmazonHelp It now says Monday but up until 30 mins/ an hour ago it said tomorrow
The emails say tomorrow
When I ordered it says tomorrow
I fully understand if you’re having transport issues but I should of been made aware at checkout that next day was not an option","@443315 If you do not receive your order by the newly appointed time, please let us know so we may look into this on your behalf. ^WM",order_delivery,True,order_delivery,True,,order_delivery,True,account_security,0.3011255487098829,@AmazonHelp It says today and it says it should of been delivered already,Oh no! What is the current tracking status for the book?,0.1982813850332127,True,legal_or_high_risk,Oh no! What is the current tracking status for the book?,False,True
26,"@AmazonHelp After 2 days and hour long conversations each time with not much help from CS, we were able to log in and cancel the trial. I’ll go back to using my personal acct. this has been treacherous. I’m almost tempted to not use Amazon again to keep it from happening to me.",@808145 I'm so sorry about the poor experience. We are incredibly glad that it could be resolved for you. Please don't hesitate to reach out if you need further assistance. We are glad to help. ^BE,device_technical,False,subscription_prime,False,,subscription_prime,False,account_security,0.2914568715903827,@AmazonHelp Not much help from @AmazonHelp either; 7 days and hasn't shipped. Underwhelmed.,"I am sorry to hear this David. Can I ask, what is the estimated delivery date given to you on the confirmation email you received when this order was placed please?",0.1935304346353367,True,high_risk_intent,"I am sorry to hear this David. Can I ask, what is the estimated delivery date given to you on the confirmation email you received when this order was placed please?",False,False
27,アマゾンプライム会員になっちゃった,@798658 ご登録ありがとうございます！(*´∇｀*) Amazonプライムの特典は追加料金なしでご視聴いただける「プライム・ビデオ」など様々ございますので、ぜひご活用ください♪ https://t.co/qjaFIyMkEk  TN,other_non_actionable,False,other_non_actionable,False,,other_non_actionable,False,other_non_actionable,0.11893675528258324,amazonのfireTVstickが見れない😢,こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。,0.0,True,low_intent_confidence,こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。,True,False
28,@AmazonHelp why can’t i get into my amazon account? It says my password is incorrect and i know it’s correct i changed it 3 times now,@392732 Please reach out to an Account Specialist. They can be reached by phone: 888-282-2406 or e-mail: https://t.co/sceYPBirA2 ^AF,account_security,True,account_security,True,,account_security,True,account_security,0.35036249878621734,"@AmazonHelp My password is incorrect and when I reset it, it still shows incorrect password:( My account is 3 days old.",Oh no! Sorry to hear you're having trouble! Contact us here: so we can look into this with you.,0.3424367008841376,True,high_risk_intent,Oh no! Sorry to hear you're having trouble! Contact us here: so we can look into this with you.,True,True
29,"@AmazonHelp I ordered one device and gifted it to my friend, I have to buy one for me so I requested another invitation. it's now about a month. I didn't get any notification specifying that you are eligible to buy it or not.",@399741 Request you to reach out to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. ^MK,device_technical,False,product_order_issue,False,,product_order_issue,False,device_technical,0.2139237839577193,@119625 @121284 I am still waiting for the invite. I want to buy one for me and one for my parents before diwali.,"We send a limited number of invitations each week to customers, so keep an eye on your inbox.",0.19005176064304338,True,low_historical_similarity,"We send a limited number of invitations each week to customers, so keep an eye on your inbox.",False,False
30,Kaputt gebastelt von der IT @116316. 🤡 https://t.co/AOFCyKlFgG,@375444 Nobody's perfect 😅! Bei welchem Artikel ist das denn? ^AS,other_non_actionable,False,other_non_actionable,False,,other_non_actionable,False,device_technical,0.24105092884448587,@116316 https://t.co/CCDeqqNIuL,Heute ist ja noch nicht vorbei ;),0.5444363457894652,False,safe_to_auto_handle,Heute ist ja noch nicht vorbei ;),False,True
31,"@115830 ❤️ that I can buy all my Christmas shopping in one, convenient place: Amazon! and your delivery drivers ruin it by leaving my goods outside in full view for ‘collection’ by peeps walking down my street! #notgoodenough","@226620 I'm sorry for the poor delivery experience! To confirm, have you already set up delivery preferences: https://t.co/6lAUHIsYyl? If so, please reach us by phone or chat so this can be looked into further: https://t.co/JzP7hlA23B ^MV",order_delivery,False,order_delivery,False,,order_delivery,False,order_delivery,0.13564713684889917,I pretty much finished my Christmas shopping in one sitting. Thanks @115821,You are very welcome Samantha. We appreciate you and hope that have a Happy Holiday season!,0.24704155771908667,True,low_intent_confidence,You are very welcome Samantha. We appreciate you and hope that have a Happy Holiday season!,True,False
32,"@AmazonHelp Placed order yesterday for in stock item, 2 day free prime shipping. Order email came, looked at it today said delivery on the 15th. Called CS, to ask why this happen since I gave a friend the link to the item and he ordered 3 hours later and his shipped last night. 1/2",@349279 I'm so sorry for this poor experience! The shipping address chosen at checkout could also have an impact on the delivery date as well as the shipping method chosen at checkout. What is the current delivery date showing for this order? https://t.co/Y5jpI9gRhE ^HS,order_delivery,False,order_delivery,False,,order_delivery,False,order_delivery,0.15087362459174936,"@AmazonHelp Through Amazon. When I ordered the item it said it was in stock, it currently says free prime shipping in 2-4 weeks.",Does the site indicate the item is in out of or limited in stock? Could you link us to the item you are purchasing?,0.1604408908106645,True,low_intent_confidence,Does the site indicate the item is in out of or limited in stock? Could you link us to the item you are purchasing?,True,False
33,@115850 charged shipping charges inspite of invoice &amp; offer mentioning zero. Please refund. https://t.co/TwsCKBGq1N,"@224602 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^EM",payment_billing,True,payment_billing,True,,payment_billing,True,payment_billing,0.156179461070004,@AmazonHelp @115850 I have not got refund of the shipping charges...,Allow our support team to investigate this. You can report this here: ^CB.,0.24402709803454892,True,high_risk_intent,Allow our support team to investigate this. You can report this here: ^CB.,True,True
34,@115830 where's the Arrow S5 box set on prime?,@366387 Thanks for reaching out. I found it here: https://t.co/bfLNgC8875 ^BH,subscription_prime,False,subscription_prime,False,,subscription_prime,False,subscription_prime,0.24430409350031695,@119625 please get “The Arrow” and “The Flash”.,We keep adding new content to Prime Video as we go along. Stay tuned for more!,0.31004421452385256,False,safe_to_auto_handle,We keep adding new content to Prime Video as we go along. Stay tuned for more!,True,True
35,"@313536 @115821 Had I realized, I wouldn't have ordered....so yaaaaa","@312744 I'm sorry for the wait. We show the estimated delivery date for your order during checkout, before you place the order. ^MB",order_delivery,False,order_delivery,False,,order_delivery,False,order_delivery,0.11620786517264627,@AmazonHelp Yes and if I would have known it wouldn’t be here today I wouldn’t have ordered,We'd like to help! What's the current tracking and carrier shown here:,0.3092942703550254,True,low_intent_confidence,We'd like to help! What's the current tracking and carrier shown here:,True,False
36,"@AmazonHelp Yes, everything else streams fine. Just CBS is a problem.",@462368 Thanks for the info. Please contact us here so we can look into this with you in real time: https://t.co/EKXRLsnxJu ^GG,other_non_actionable,False,digital_content,False,,digital_content,False,device_technical,0.12215408200119704,"@AmazonHelp No everything is fine, I'm just.................eager",Understandable! I get the same way! Let us know when your order arrives. 😊,0.29995818314737255,True,low_intent_confidence,Understandable! I get the same way! Let us know when your order arrives. 😊,False,False
37,@AmazonHelp No date as it’s now out of stock with amazon so they said that it’ll either get dispatched when it’s back in stock or will be automatically cancelled if they cannot source more stock from the supplier.,"@227687 Please keep us informed about the outcome of this, Antony.^PJ",other_non_actionable,False,order_delivery,False,,order_delivery,False,product_order_issue,0.19649384039207118,"@AmazonHelp no. there was no date as it is out of stock but no one notified me. if I didn't contact you, I would never have known. not cool.",Have you received any insight on the order when speaking to customer service? Any options provided? We're here to help!,0.20206880242543804,True,low_intent_confidence,Have you received any insight on the order when speaking to customer service? Any options provided? We're here to help!,False,False
38,@AmazonHelp Yes they are both third party sellers,"@357764 Since you are not being given the option to file an A-to-Z guarantee claim through your account, reaching out to us over chat or phone might be the way to go.  We can be reached here: https://t.co/hApLpMlfHN  Thank you! ^WB",other_non_actionable,False,other_non_actionable,False,,other_non_actionable,False,product_order_issue,0.17430924749496943,@AmazonHelp Third party sellers,"(2/2) The seller will have two business days to reply. If they don't, please let us know!",0.6115312151743055,True,low_intent_confidence,"(2/2) The seller will have two business days to reply. If they don't, please let us know!",False,False
39,@122232 @115830 Maybe @AmazonHelp can help? Maybe? Anyone?,@758688 I'm sorry! We'd like a chance to look into this and review our available options. Please visit us here: https://t.co/JzP7hlA23B ^WT,other_non_actionable,False,other_non_actionable,False,,other_non_actionable,False,customer_service_complaint,0.14014683847995876,@AmazonHelp Hallowe’en leftovers maybe?,It might be! 😱👻 Let us know if we can help further,0.36199413598166374,True,low_intent_confidence,It might be! 😱👻 Let us know if we can help further,False,False
40,"Uhm, excuse me Amazon. Why is my copy of Ultra Sun/Moon saying it'll be here on Wed??? I have Prime??? Lol fml smh.","@135209 Hi, what date is advised on the order confirmation email? ^ES",subscription_prime,False,subscription_prime,False,,subscription_prime,False,subscription_prime,0.24436276326348727,where is my Ultra Sun and Moon???????????? amazon says its been delivered??,I'm sorry for this issue with your delivery. Please use the following Help page for info on finding a missing package:,0.2880000113154829,False,safe_to_auto_handle,I'm sorry for this issue with your delivery. Please use the following Help page for info on finding a missing package:,True,True
41,I’m a prime member and @115821 has been giving me SUCH a hard time with all of my orders this past month. I legit buy everything on amazon🙄,@554848 Sorry for the trouble. What seems to be going on? How can we help? ^RR,subscription_prime,False,subscription_prime,False,,subscription_prime,False,subscription_prime,0.24844925328669157,"@AmazonHelp It’s all figured out now, but thx. I’ve never had such a hard time with a gift return on @115821! Hopefully it’s the last.",Definitely. Please let us know if you need help with anything else!,0.22979976472942287,False,safe_to_auto_handle,Definitely. Please let us know if you need help with anything else!,True,True
42,@115850 Got a phone with some defects.Tried for exchange but neither you provide hand2hand exchange nor u provide a spare phone. WOW☹️ https://t.co/3AQ4VHDQcV,@391982 I understand the need a phone. May I know if you reported this to our support team here: https://t.co/vlvfJr4nN9? ^BS,device_technical,False,product_order_issue,False,,product_order_issue,False,returns_refunds,0.15181683018483905,"@AmazonHelp I ordered a phone with exchange, but the exchange does not show up in my order summary.",That's uncertain! We'd help you on this. Please contact our support team here: and we will help you.,0.2313733776306622,True,low_intent_confidence,That's uncertain! We'd help you on this. Please contact our support team here: and we will help you.,False,False
43,"@115830 Interesting. So you use Black Friday as an excuse to send out shoddy goods for marketplace sellers with no right to a replacement because it was a 'special offer'? Special offer or no special offer, I am entitled to a new item at the same price, yes?","@130468 Hello there! If you received a damaged or potentially low-quality item, we would love to help! However our return/refund/replacement policies address different scenarios, so we'll need a little more info. Was the order shipped by Amazon? Please let us know! ^JD",other_non_actionable,False,product_order_issue,False,,product_order_issue,False,product_order_issue,0.13164975448642985,@AmazonHelp Is the Fire 7 price a special offer and if so when does it end? Thanks.,Hi! The Fire 7 is currently on sale. This is a limited time offer.,0.2014678844546108,True,low_intent_confidence,Hi! The Fire 7 is currently on sale. This is a limited time offer.,True,False
44,@AmazonHelp Need support from amazon for either replacement of order or refund.,"@432926 If an item is out of the return window, we would n't be able to take any action on the same. Appreciate your understanding.^CB",returns_refunds,False,returns_refunds,False,,returns_refunds,False,returns_refunds,0.15434125307271787,@AmazonHelp Need support on seller central,"Hi there! Can you please provide us with some details on what you need help with, specifically?",0.27539053631546,True,low_intent_confidence,"Hi there! Can you please provide us with some details on what you need help with, specifically?",True,False
45,@AmazonHelp I bought SOW gold Edition and i receive Code for Expansion Pass but apparently not.. literally it's another standard SOW Game,@192999 I understand your frustration! Have you contacted Xbox about the code: https://t.co/iYXa6g8dsI? Please keep us posted. ^KB,device_technical,False,product_order_issue,False,,product_order_issue,False,order_delivery,0.11957249992573651,@AmazonHelp i ordered gold edition of #fracturedbutwhole but looks like its the standard that's arrived? https://t.co/fkWvnReIDE,Can you contact us here:,0.2039293265715606,True,low_intent_confidence,Can you contact us here:,False,False
46,"このサービスが年間4000円って
何かチョットおかしい気がするよね

#ありがたいけど
#心配になる
#amazon",@466366 Amazonプライムをご活用いただけているようで、ありがとうございます(*'ω'*) 今後ともよろしくお願いいたします！ EK,other_non_actionable,False,other_non_actionable,False,,other_non_actionable,False,subscription_prime,0.20370764564941438,Amazon ギフト券が使えないorz,失礼いたします。Amazonギフト券のご利用際しお困りの場合は、カスタマーサービスにて確認のうえご案内いたします。よろしければ、以下よりお問い合わせください。,1.0,False,safe_to_auto_handle,失礼いたします。Amazonギフト券のご利用際しお困りの場合は、カスタマーサービスにて確認のうえご案内いたします。よろしければ、以下よりお問い合わせください。,False,True
47,"@AmazonHelp 45th today. 6 complaint mails, 3 calls, yet to get refund for ORDER # 171-0876267-3661905. Apparently, on 14th Oct you have lost tracking of the return shipment, in other words you lost it. &amp; Im waiting.","@466770 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2) ^SD",order_delivery,False,returns_refunds,True,,returns_refunds,True,returns_refunds,0.22136684809869245,Hello @115850 @AmazonHelp i placed my order on 14th oct but still there is no update on it. Please help. Order : 171-2822971-3226727,Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2,0.19804032601203556,True,low_historical_similarity,Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2,True,True
48,@AmazonHelp Bonjour. Je vous contact car je devais recevoir aujourd’hui deux colis (n° de suivi BH592412889FR) mais il me dit que c’est livrable maintenant entre le 29 - 4 decembre. Le pb chest que j pars en vacance le 3dec.. des infos sur la livraison? Merci...,"@817323 Bonsoir Jeremy, navrée d'apprendre cela. S'agit-il d'une commande expédiée par Amazon ou par un vendeur tiers ?",other_non_actionable,False,order_delivery,False,,order_delivery,False,order_delivery,0.14329607828410793,@AmazonHelp vous avez des infos sur l’album de Joke Ultraviolet je dois le recevoir aujourd’hui mais il est toujours pas expedier,"Bonjour, je suis sincèrement désolée d'apprendre cela. Je vous invite à le signaler à notre SAV via : afin de vérifier ce retard d'expédition.",0.2888607021908448,True,low_intent_confidence,"Bonjour, je suis sincèrement désolée d'apprendre cela. Je vous invite à le signaler à notre SAV via : afin de vérifier ce retard d'expédition.",True,False
