sample_id,customer_text,gold_intent,predicted_intent,intent_confidence,retrieval_similarity,gold_escalate,predicted_escalate,gold_escalation_reason,error_type
37,@AmazonHelp No date as it’s now out of stock with amazon so they said that it’ll either get dispatched when it’s back in stock or will be automatically cancelled if they cannot source more stock from the supplier.,order_delivery,product_order_issue,0.1964938403920711,1.0,False,True,not_applicable,intent_misclassification
39,@122232 @115830 Maybe @AmazonHelp can help? Maybe? Anyone?,other_non_actionable,customer_service_complaint,0.1401468384799587,1.0,False,True,not_applicable,intent_misclassification
40,"Uhm, excuse me Amazon. Why is my copy of Ultra Sun/Moon saying it'll be here on Wed??? I have Prime??? Lol fml smh.",order_delivery,subscription_prime,0.2443627632634872,1.0,False,True,not_applicable,intent_misclassification
41,I’m a prime member and @115821 has been giving me SUCH a hard time with all of my orders this past month. I legit buy everything on amazon🙄,customer_service_complaint,subscription_prime,0.2484492532866915,1.0000000000000004,True,True,customer_service_complaint,intent_misclassification
42,@115850 Got a phone with some defects.Tried for exchange but neither you provide hand2hand exchange nor u provide a spare phone. WOW☹️ https://t.co/3AQ4VHDQcV,product_order_issue,returns_refunds,0.151816830184839,1.0,False,True,not_applicable,intent_misclassification
43,"@115830 Interesting. So you use Black Friday as an excuse to send out shoddy goods for marketplace sellers with no right to a replacement because it was a 'special offer'? Special offer or no special offer, I am entitled to a new item at the same price, yes?",returns_refunds,product_order_issue,0.1316497544864298,0.9999999999999994,False,True,not_applicable,intent_misclassification
45,@AmazonHelp I bought SOW gold Edition and i receive Code for Expansion Pass but apparently not.. literally it's another standard SOW Game,digital_content,order_delivery,0.1195724999257365,1.0,False,True,not_applicable,intent_misclassification
50,@AmazonHelp すみません、Amazon prime会員なのですが「渇き。」を観たい場合はどうすれば良いですか？,digital_content,subscription_prime,0.1951215555544026,1.0000000000000002,False,True,not_applicable,intent_misclassification
53,"@AmazonHelp Bonjour Amazon ! J'ai normalement droit à un coupon réduc de 5€ sur ma prochaine commande si je me connecte sur l'appli. J'ai téléchargé le coupon il y a qques jrs, mais je ne le vois plus aujourd'hui pour passer ma commande. Help ?!",payment_billing,order_delivery,0.1428703052714663,1.0000000000000002,True,True,high_risk_or_account_issue,intent_misclassification
54,"@AmazonHelp Nein, nein. Der Ring und das Symbol mit dem Mikrofon leuchten rot. Es hat aber niemand den Knopf gedrückt.",device_technical,other_non_actionable,0.1286729946914389,1.0,False,True,not_applicable,intent_misclassification
57,"@120533 @132988 Bilan : la boîte est presque pas abîmée (le mot clé étant « presque »), juste (de quoi passer) un doigt. 👈👀
Le rembourrage papier censé empêcher la console de se balader dans le colis et protéger les coins n'était pas suffisant, il semble avoir glissé pendant le transport. 💥😢 https://t.co/UPp9zwqwOd",product_order_issue,order_delivery,0.1369385393378762,0.9999999999999998,False,True,not_applicable,intent_misclassification
58,"@AmazonHelp It is a movie not a TV series...OK..if someone had been watching it,would appreciate notification before content is removed midway,thanks!!",digital_content,product_order_issue,0.1155609045002033,1.0,False,True,not_applicable,intent_misclassification
60,#AmazonIndia i am unable to understand why would my package estimated for oen day delivery become a 5 day delivery episode??? I can't track,order_delivery,digital_content,0.2334095200487487,1.0,False,True,not_applicable,intent_misclassification
61,@AmazonHelp 神対応、本当にありがとうございます！！,other_non_actionable,customer_service_complaint,0.1463306214229216,0.9999999999999996,False,True,not_applicable,intent_misclassification
62,"@AmazonHelp There were other typos too, hope you get a good team of QA :)",customer_service_complaint,digital_content,0.2180900779316878,1.0,True,True,customer_service_complaint,intent_misclassification
64,Hello @2600 ça va ? J'ai un souci avec une commande on passe en DM ?,product_order_issue,order_delivery,0.1350560024507293,1.0,False,True,not_applicable,intent_misclassification
66,@AmazonHelp Amazes me how when I ask politely and try to have a normal dialog it doesn't work but the moment I raise my voice I get a response straight away.I simply wanted to know what your complaint process https://t.co/DClluX8d3Q to log it and when to expect resolution.,customer_service_complaint,device_technical,0.2288735888259859,1.0000000000000004,True,True,customer_service_complaint,intent_misclassification
68,"@AmazonHelp Can you remove my email address from order #204-1416984-2493927 and that person's associated Amazon UK account? It's an elderly man who gives people/companies my email address all the time, and I'm having a hard time stopping him.",account_security,other_non_actionable,0.1365099925076692,1.0,True,True,high_risk_or_account_issue,intent_misclassification
69,"99.9% of the time, being a Prime @115821 member is great. But don't ""guaranteed delivery"" on a certain date, and show ""arriving by 8pm today"" when the ORDER HASN'T EVEN FUCKING SHIPPED YET.",order_delivery,subscription_prime,0.2508929833359412,0.9999999999999998,False,True,not_applicable,intent_misclassification
70,Got sent this @115830 Black Friday deal earlier. It said there were 9 hours left so waited until I was home from work but the price has gone up to £211!!! Is this allowed?! #BlackFridayDeals @118374 https://t.co/eJKn7ziKaq,payment_billing,product_order_issue,0.1523433871474323,1.0,True,True,high_risk_or_account_issue,intent_misclassification
71,"@AmazonHelp UK consumer law states under distance selling rules I’m entitled to FULL refund of payment, returns costs if item is faulty! Just coz his registered office is in Jersey &amp; dispatches from Netherlands doesn’t mean he or amazon can circumvent my rights!",returns_refunds,payment_billing,0.2036102223183341,1.0,False,True,not_applicable,intent_misclassification
72,なぜかKindleダウンロードできなくなった,digital_content,device_technical,0.2455299295758271,0.0,False,True,not_applicable,intent_misclassification
74,"@AmazonHelp but to me that I was charged the same day and never received a refund of the purchase .. in conjunction with the 3 times I have called have not helped me and assist me in an unprofessional way, I do not think that is what which represents the company, please help me",returns_refunds,payment_billing,0.2568318392239997,1.0,False,True,not_applicable,intent_misclassification
76,@AmazonHelp Yea I did .. sadly the same bug always!!,device_technical,customer_service_complaint,0.1336498456963407,1.0,False,True,not_applicable,intent_misclassification
77,"@AmazonHelp They refunded me the $5.99 for shipping, and the guy apologized and said that it would be here today, and I checked the tracking and it hasn’t even left the facility, and says it’ll be here by tomorrow.",order_delivery,returns_refunds,0.1699385993958004,1.0,False,True,not_applicable,intent_misclassification
78,@AmazonHelp El producto es vendido x amazon el dia 15 d este mes y ademas d llegar con días d retraso ni siquiera va a la dirección correcta!,order_delivery,other_non_actionable,0.1222651831381645,1.0,False,True,not_applicable,intent_misclassification
79,"Half of my ‘Kindle’ screen has gone, I am 1/4 way through a book, what can I do??
@115830 ??",device_technical,digital_content,0.2483594971771721,0.9999999999999998,False,True,not_applicable,intent_misclassification
82,"Hi @115821, this is the third day in a row that I have received this message, I know Texas is big but seriously how hard is it to deliver 2 car stickers? My Prime membership is feeling pretty laughable at this point. https://t.co/xV1Jybwfr0",order_delivery,subscription_prime,0.2458132925396062,1.0000000000000002,False,True,not_applicable,intent_misclassification
84,"@AmazonHelp @130687 Por suerte para mi, no para el planeta, los 8kg y medio de papel de burbujas han hecho su trabajo. Tengo pasatiempos para rato. Pop.",other_non_actionable,device_technical,0.1277617984878931,1.0,True,True,security_or_financial_risk,intent_misclassification
90,@AmazonHelp I have the email.,customer_service_complaint,account_security,0.3010292646055345,1.0,True,True,customer_service_complaint,intent_misclassification
94,"@AmazonHelp Initially amazon sent me a totally wrong item 

I raised a request for exchange, But in exchange, again they sent me wrong item 
First you sent me some other shoes and in exchange you sent me a shoes of different size.

This is really annoying",product_order_issue,returns_refunds,0.2289730618674302,1.0000000000000002,False,True,not_applicable,intent_misclassification
95,@AmazonHelp No se donde está,order_delivery,customer_service_complaint,0.1307008550658994,1.0,False,True,not_applicable,intent_misclassification
103,It's really Pathetic 2 order a product from @115850 really a 3rd class service from you guys.u don't hav sense or urgency for cust service,customer_service_complaint,product_order_issue,0.1999733681051625,0.9999999999999998,True,True,customer_service_complaint,intent_misclassification
104,"FIT1000 code expired but @115850 still advertising...
@180892 
Pls check and confirm if code is valid? https://t.co/6dYIhQlfYW",payment_billing,product_order_issue,0.1721969396082147,1.0,True,True,high_risk_or_account_issue,intent_misclassification
105,@123813 Se encuentra disponible con Android TV?,device_technical,digital_content,0.1375543562196389,0.9999999999999998,False,True,not_applicable,intent_misclassification
106,@AmazonHelp how long does it take for an order cancellation to process?,returns_refunds,product_order_issue,0.1630257725254798,1.0,False,True,not_applicable,intent_misclassification
110,@115830 Please look into Your packaging services.,product_order_issue,order_delivery,0.1176652115408992,1.0,False,True,not_applicable,intent_misclassification
111,@115833 just set up a new Echo. Have access to contacts and places a call. People on other end of call can’t hear me but I can hear them. Help!,device_technical,customer_service_complaint,0.1533524573307156,1.0000000000000002,False,True,not_applicable,intent_misclassification
113,@116928 hola pueden ayudarme x mensaje porfa? tengo un problema,customer_service_complaint,device_technical,0.1811112634934875,1.0,True,True,customer_service_complaint,intent_misclassification
114,@115823 Our account was suspended for no logical reason. No response from you in days despite repeated requests for help.,account_security,customer_service_complaint,0.1467058455292929,0.9999999999999996,True,True,high_risk_or_account_issue,intent_misclassification
119,"@AmazonHelp I have done the suggested steps on the Amazon Page itself ..  Left the Feedback, what else is required?",customer_service_complaint,subscription_prime,0.1181566335413607,1.0000000000000002,True,True,customer_service_complaint,intent_misclassification
120,"@115821 @116935 this is the 4th vinyl album I received that is warped! What’s going on in the warehouses and/or shipping? It’s frustrating to have to constantly return. You have a great return policy, but the time is the frustrating part.",product_order_issue,returns_refunds,0.2274650242390924,1.0000000000000002,True,True,repeated_unresolved_issue,intent_misclassification
121,@115830 why have I been charged delivery on a free delivery item.  So annoyed. Can't find way to message you,payment_billing,order_delivery,0.1280164286998736,0.9999999999999998,True,True,high_risk_or_account_issue,intent_misclassification
124,@115821 Dear Sir Someone calling me informing that I have wing raffle and need to Pay RS 6500 for proceeding the prize. Bank details shared with me. Called amazon but response poor. I am willing to support Amazon in nabbing this gang,account_security,customer_service_complaint,0.1423384634568674,1.0,True,True,high_risk_or_account_issue,intent_misclassification
127,@AmazonHelp It is. In fact there is only 2 more left https://t.co/f3Bbu1JSLc,other_non_actionable,product_order_issue,0.1201935453728525,1.0,False,True,not_applicable,intent_misclassification
129,@AmazonHelp nobody attempted to deliver this and it was a prime order. Why am I paying for membership when you don't deliver?! #badservice https://t.co/x9CJBSGLQ2,order_delivery,subscription_prime,0.2527602685643845,1.0000000000000002,True,True,repeated_unresolved_issue,intent_misclassification
136,"@145529 969260892, product till not delived, worst experience from @145529 &amp; @115850",order_delivery,product_order_issue,0.1795805077724976,1.0,False,True,not_applicable,intent_misclassification
139,@AmazonHelp @115850 this charger is for OnePlus one my phone is one plus 5t and why don't u understand that one plus original charger is useful only because it has 4 amphere supply while other charger have 2.1 Amp supply,product_order_issue,payment_billing,0.2038721856998454,1.0,False,True,not_applicable,intent_misclassification
140,@AmazonHelp There was no reason given! Order number is 114-0528110-0291469,order_delivery,payment_billing,0.1155363887690978,1.0,False,True,not_applicable,intent_misclassification
142,#Amazon-Alexa ist Gard angekommen 🤔😉,device_technical,other_non_actionable,0.1169392248804989,1.0,False,True,not_applicable,intent_misclassification
143,@AmazonHelp Management of what? What is HR?,other_non_actionable,subscription_prime,0.124542590275609,1.0,False,True,not_applicable,intent_misclassification
144,@AmazonHelp I’m a prime member I ordered two products $99 each in Canada while I’m here at our cottage but they want to charge me $60 to return ??? Gonna cancel my membership if this doesn’t get fixed @115821 @123644,returns_refunds,payment_billing,0.1976479603125548,0.9999999999999998,False,True,not_applicable,intent_misclassification
146,@115830 do I honestly have to send broken bulbs that arrived to me today back to you to get a replacement? Seems like a waste of resources https://t.co/vUCSJ8HZ1j,product_order_issue,returns_refunds,0.2041569900807703,1.0000000000000002,False,True,not_applicable,intent_misclassification
147,"@AmazonHelp in real world why so much delay ? 

that is why you guys do fail the transaction at your end. #ThreeTimeFaild https://t.co/IncuXCt7ON",payment_billing,order_delivery,0.11879700022307,1.0,True,True,high_risk_or_account_issue,intent_misclassification
149,クレジットがどうとかよりAmazonプライムがクレジット以外で払えるようになればええわ,payment_billing,subscription_prime,0.1968616947849059,0.0,True,True,high_risk_or_account_issue,intent_misclassification
150,Amazonプライム無料会員登録したから30日間で仮面ライダー見まくるぞ～～～！！,digital_content,subscription_prime,0.1968616947849059,0.0,False,True,not_applicable,intent_misclassification
153,Just ordered an @115821 Prime/ @115833 exclusive purchase. The future of retail is amazing.,product_order_issue,subscription_prime,0.2233473923730478,0.9999999999999998,False,True,not_applicable,intent_misclassification
155,@117086 ja faz mais de um mes que eu comprei na pre venda gente queria muito saber pq que demora meses pra gente ter o lançamento nas mãos,product_order_issue,other_non_actionable,0.1274593028462966,0.9999999999999998,False,True,not_applicable,intent_misclassification
158,"@AmazonHelp よく利用させていただいてます‼︎
最近はアプリを使うと
すぐにも検索、注文ができて
有り難いです☺️",other_non_actionable,device_technical,0.242394760095227,1.0,False,True,not_applicable,intent_misclassification
159,"@AmazonHelp No sé cómo podéis trabajar con una empresa así, pues no cumplen los plazos de entrega y se ríen del cliente. Vais a perder muchos clientes de mi zona por su culpa.",order_delivery,other_non_actionable,0.1447575044358829,1.0000000000000002,False,True,not_applicable,intent_misclassification
160,Hey @AmazonHelp @116316 ich tippe mal das das ein FAKE ist? https://t.co/IJieSetQ5v,account_security,other_non_actionable,0.1382044603405937,1.0000000000000002,True,True,high_risk_or_account_issue,intent_misclassification
162,"Umm excuse me @115821, how am i supposed to place my daily order?! 🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️😩😩😩 https://t.co/rSY51Nq24p",device_technical,product_order_issue,0.1690661399711693,1.0000000000000002,False,True,not_applicable,intent_misclassification
166,"@AmazonHelp I keep cancelling it but you keep taking the money the next month again, again and again... Can this be stopped?",subscription_prime,payment_billing,0.1725095032005894,1.0,True,True,repeated_unresolved_issue,intent_misclassification
168,"@115850 ஆபர்னு விலை கமிபண்ணுவாங்க, நீ என்ன அதிகம் பண்ணிருக்க?",other_non_actionable,payment_billing,0.1909062791412061,0.9999999999999998,False,True,not_applicable,intent_misclassification
171,"@119356 @115821 @AmazonHelp. They charged me extra amount see photos, now I want refund and compensation for the same from Amazon. Respond https://t.co/U4dDAOLBJP",returns_refunds,payment_billing,0.2329346076026195,1.0,False,True,not_applicable,intent_misclassification
174,"勝手にAmazonプライムスチューデントの年会費支払われてて困る
今金ないんだよ",subscription_prime,payment_billing,0.1934274466233115,0.0,False,True,not_applicable,intent_misclassification
176,@117086 Mind Hunter  de David Fincher,digital_content,other_non_actionable,0.1843202048520393,1.0,False,True,not_applicable,intent_misclassification
178,"@AmazonHelp Hi, after leaving me on D phone on hold 4 over 20 minutes, she dropped the my call &amp; never bothered to return to let me know but insisted my delivery will come by 9pm last night even though I repeated “nobody delivers round here at that time”!! Really upset about her attitude",order_delivery,returns_refunds,0.1244742878484782,1.0000000000000002,True,True,repeated_unresolved_issue,intent_misclassification
180,"@AmazonHelp I called the number you gave me Monday, they put my claim through and said I would have an email in 24 hours, it is now well past that and I’ve had no contact since. To clarify, my house is still damaged, I still have half a letter box and amazon haven’t done anything https://t.co/aT2byOV1gY",customer_service_complaint,returns_refunds,0.125641012759492,0.9999999999999992,True,True,customer_service_complaint,intent_misclassification
181,Is it just me or has @115850 been shitty for everyone off late? https://t.co/u2aVvJBEHM,customer_service_complaint,order_delivery,0.1315771099107185,1.0,True,True,customer_service_complaint,intent_misclassification
182,@AmazonHelp ありがとうございました！友人にきいたら詳しく教えてくれ、無事にお支払い番号お知らせメールがきました！,payment_billing,customer_service_complaint,0.1664230598344698,1.0000000000000002,True,True,high_risk_or_account_issue,intent_misclassification
183,"@169994 So, this was delicious! Is this something that will be available in the future or somewhere else? Must. have.",product_order_issue,returns_refunds,0.1258713555551491,0.9999999999999998,False,True,not_applicable,intent_misclassification
185,"@147807 
I'm a Amazon India prime seller. I need help",customer_service_complaint,product_order_issue,0.1561446755806246,1.0,True,True,customer_service_complaint,intent_misclassification
187,.@AmazonHelp where’s Thursday night football tonight?? I know it’s #BillsVJets but still. It’s the principle.,digital_content,order_delivery,0.1146120504947864,0.9999999999999996,False,True,not_applicable,intent_misclassification
190,"@AmazonHelp Please explain why as a Prime member, 2 day shipping on items is shipped UPS ground? Further explain why even when I paid extra for overnight it was shipped UPS ground? This happens all the time.",order_delivery,subscription_prime,0.1572374179128575,0.9999999999999998,False,True,not_applicable,intent_misclassification
194,"アマゾンファイアスティック、ふつうにヤバい発明じゃないですかね…
エウレカ見てたら一日終わるんですけど",device_technical,other_non_actionable,0.1775957935228624,0.0,False,True,not_applicable,intent_misclassification
197,@115850 where is this No cost option? https://t.co/6BCpHOQAoA,payment_billing,product_order_issue,0.1211849238317237,1.0,True,True,high_risk_or_account_issue,intent_misclassification
200,きめた！！Kindle fire買う！もう、論文の束とか、本の束とか、あれで読んでやる！！,device_technical,digital_content,0.2819388058666267,0.9999999999999998,False,True,not_applicable,intent_misclassification
1,"@AmazonHelp Hi,ich habe ein Problem mit meinen geliehenen Amazon Video Filmen. Wo kann ich mich für Hilfestellungen hinwenden?",digital_content,digital_content,0.2531656183883992,1.0,False,True,not_applicable,escalation_error
2,@115821 Based on my late packages you’re not actually shipping things....,order_delivery,order_delivery,0.1396441201296449,0.9999999999999996,False,True,not_applicable,escalation_error
3,Hey @115830 why are you telling someone they can keep the phone I sold them after I already refunded the money? So your policy says they can keep my money and my phone??? What the hell is that about????,returns_refunds,returns_refunds,0.2035799205452316,1.0,False,True,not_applicable,escalation_error
4,@AmazonHelp You should GN,other_non_actionable,customer_service_complaint,0.1670090237841575,1.0,False,True,not_applicable,escalation_error
5,"@116928 Buenos días,tengo una pregunta. Por qué descuidáis o por qué no supervisáis antes las traducciones y los errores que puedan contener los libros en formato electrónico?Todos tienen errores.Los notificó y nadie contesta.",digital_content,device_technical,0.2473418213846688,1.0000000000000002,False,True,not_applicable,escalation_error
6,"@130293 me podéis ayudar, ha cambiado el idioma de todas las apps al español. Pero en un móvil me sigue apareciendo en inglés... He borrado e instalado varias veces... Pero no me sale la opción de cambio de idioma.. Gracias!",device_technical,device_technical,0.240254815905532,1.0000000000000002,False,True,not_applicable,escalation_error
13,"@115850 guys, bluedart is RIP in my area, I had to delegate and be the vent box for 30 pissed employees before I could get my cable, and that's when I was apologized to and assured that you will take care, GUESS WHAT? didn't happen :| why you do this fam.",order_delivery,customer_service_complaint,0.1265545844059537,1.0000000000000002,False,True,not_applicable,escalation_error
14,@AmazonHelp Where do I find this please? It got to the point where she was so unhelpful I cancelled my prime membership,subscription_prime,subscription_prime,0.1450690103157829,1.0,False,True,not_applicable,escalation_error
15,Como siempre al cien 👌👌 @116875 *-* https://t.co/fmALlAtxPF,other_non_actionable,other_non_actionable,0.2045060892095875,1.0,False,True,not_applicable,escalation_error
16,@AmazonHelp チョコレート味だいすきです( ¯ᒡ̱¯ )و♡,other_non_actionable,other_non_actionable,0.1855106878805034,1.0,False,True,not_applicable,escalation_error
17,Dejad de sacarme el dinero @116928 😂😂❤️ https://t.co/uJY9phF0mV,subscription_prime,payment_billing,0.1754983088820002,1.0,False,True,not_applicable,escalation_error
18,"Estoy muy contento con @116928 y su velocidad de envío, productos que iban a llegar mañana y el jueves me llegan hoy.

No solo hay que publicar cuando estamos disconformes, excelente trabajo! #AmazonPrime 👏🏼👏🏼",order_delivery,product_order_issue,0.1563309481445559,1.0,False,True,not_applicable,escalation_error
19,I can not believe how terrible @116090 has become. I will NOT be renewing #amazonprime. What a joke.,subscription_prime,subscription_prime,0.1808707994840616,1.0000000000000002,False,True,not_applicable,escalation_error
21,"@AmazonHelp Oui : report de la livraison à jeudi, sans motif. J’ai tenté de modifier mon lieu de livraison, bug sur le site, je rétablis mon adresse d’origine... livraison repoussée à samedi... et le service client n’est même pas en mesure de rétablir la date à jeudi 😡😡",order_delivery,order_delivery,0.1381590679633711,0.9999999999999996,False,True,not_applicable,escalation_error
22,@AmazonHelp It’s about 45 minutes to an hour away from me. Carrier is AMZL US,order_delivery,customer_service_complaint,0.1118827970646094,1.0,False,True,not_applicable,escalation_error
23,Hey @115821 ... I think a 12”x15” box for a single mechanical pencil is a bit much. https://t.co/FPjip9uUtu,product_order_issue,product_order_issue,0.1681957275521087,1.0,False,True,not_applicable,escalation_error
24,@AmazonHelp ペルソナ5のピアノ版サントラもオナシャス！！,digital_content,digital_content,0.23328439799765,1.0,False,True,not_applicable,escalation_error
27,アマゾンプライム会員になっちゃった,subscription_prime,other_non_actionable,0.1189367552825832,0.0,False,True,not_applicable,escalation_error
28,@AmazonHelp why can’t i get into my amazon account? It says my password is incorrect and i know it’s correct i changed it 3 times now,account_security,account_security,0.3503624987862173,0.9999999999999996,True,False,high_risk_or_account_issue,escalation_error
29,"@AmazonHelp I ordered one device and gifted it to my friend, I have to buy one for me so I requested another invitation. it's now about a month. I didn't get any notification specifying that you are eligible to buy it or not.",product_order_issue,device_technical,0.2139237839577193,1.0000000000000002,False,True,not_applicable,escalation_error
30,Kaputt gebastelt von der IT @116316. 🤡 https://t.co/AOFCyKlFgG,device_technical,device_technical,0.2410509288444858,1.0,False,True,not_applicable,escalation_error
31,"@115830 ❤️ that I can buy all my Christmas shopping in one, convenient place: Amazon! and your delivery drivers ruin it by leaving my goods outside in full view for ‘collection’ by peeps walking down my street! #notgoodenough",order_delivery,order_delivery,0.1356471368488991,1.0000000000000002,False,True,not_applicable,escalation_error
32,"@AmazonHelp Placed order yesterday for in stock item, 2 day free prime shipping. Order email came, looked at it today said delivery on the 15th. Called CS, to ask why this happen since I gave a friend the link to the item and he ordered 3 hours later and his shipped last night. 1/2",order_delivery,order_delivery,0.1508736245917493,1.0,False,True,not_applicable,escalation_error
34,@115830 where's the Arrow S5 box set on prime?,digital_content,subscription_prime,0.2443040935003169,1.0,False,True,not_applicable,escalation_error
35,"@313536 @115821 Had I realized, I wouldn't have ordered....so yaaaaa",product_order_issue,order_delivery,0.1162078651726462,1.0,False,True,not_applicable,escalation_error
36,"@AmazonHelp Yes, everything else streams fine. Just CBS is a problem.",digital_content,device_technical,0.122154082001197,1.0,False,True,not_applicable,escalation_error
37,@AmazonHelp No date as it’s now out of stock with amazon so they said that it’ll either get dispatched when it’s back in stock or will be automatically cancelled if they cannot source more stock from the supplier.,order_delivery,product_order_issue,0.1964938403920711,1.0,False,True,not_applicable,escalation_error
38,@AmazonHelp Yes they are both third party sellers,product_order_issue,product_order_issue,0.1743092474949694,1.0,False,True,not_applicable,escalation_error
39,@122232 @115830 Maybe @AmazonHelp can help? Maybe? Anyone?,other_non_actionable,customer_service_complaint,0.1401468384799587,1.0,False,True,not_applicable,escalation_error
40,"Uhm, excuse me Amazon. Why is my copy of Ultra Sun/Moon saying it'll be here on Wed??? I have Prime??? Lol fml smh.",order_delivery,subscription_prime,0.2443627632634872,1.0,False,True,not_applicable,escalation_error
42,@115850 Got a phone with some defects.Tried for exchange but neither you provide hand2hand exchange nor u provide a spare phone. WOW☹️ https://t.co/3AQ4VHDQcV,product_order_issue,returns_refunds,0.151816830184839,1.0,False,True,not_applicable,escalation_error
43,"@115830 Interesting. So you use Black Friday as an excuse to send out shoddy goods for marketplace sellers with no right to a replacement because it was a 'special offer'? Special offer or no special offer, I am entitled to a new item at the same price, yes?",returns_refunds,product_order_issue,0.1316497544864298,0.9999999999999994,False,True,not_applicable,escalation_error
44,@AmazonHelp Need support from amazon for either replacement of order or refund.,returns_refunds,returns_refunds,0.1543412530727178,1.0000000000000002,False,True,not_applicable,escalation_error
45,@AmazonHelp I bought SOW gold Edition and i receive Code for Expansion Pass but apparently not.. literally it's another standard SOW Game,digital_content,order_delivery,0.1195724999257365,1.0,False,True,not_applicable,escalation_error
46,"このサービスが年間4000円って
何かチョットおかしい気がするよね

#ありがたいけど
#心配になる
#amazon",subscription_prime,subscription_prime,0.2037076456494143,1.0,False,True,not_applicable,escalation_error
48,@AmazonHelp Bonjour. Je vous contact car je devais recevoir aujourd’hui deux colis (n° de suivi BH592412889FR) mais il me dit que c’est livrable maintenant entre le 29 - 4 decembre. Le pb chest que j pars en vacance le 3dec.. des infos sur la livraison? Merci...,order_delivery,order_delivery,0.1432960782841079,0.9999999999999998,False,True,not_applicable,escalation_error
49,"@AmazonHelp It was a multi purchase, and couldn't cancel one item- had to 📱",product_order_issue,product_order_issue,0.1486325144199659,1.0,False,True,not_applicable,escalation_error
50,@AmazonHelp すみません、Amazon prime会員なのですが「渇き。」を観たい場合はどうすれば良いですか？,digital_content,subscription_prime,0.1951215555544026,1.0000000000000002,False,True,not_applicable,escalation_error
51,"@116928 hola ,necesito comunicarme con ustedes para solucionar un problema técnico",device_technical,device_technical,0.248133345266031,1.0000000000000002,False,True,not_applicable,escalation_error
52,"Cute ad by @115821 for the Holiday season
https://t.co/9PoNhl17Uj",other_non_actionable,other_non_actionable,0.180396592794641,1.0,False,True,not_applicable,escalation_error
